id,nazwa_firmy,adres,miasto,telefon,email,strona_www,branza,ocena,liczba_opinii,godziny_otwarcia,zrodlo,data_znalezienia,data_wyslania,kanal_wyslania,link_preview,status,data_odpowiedzi,notatki
0282496a,Twister Pizza,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
c2a349eb,Zakątek Smaków,"Księdza Ignacego Jana Skorupki 30, 31-519, Kraków",Kraków,+48 795 911 820,,https://www.zakateksmakow.pl/,restauracja,,,Mo-Th 11:00-20:00; Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-20:00,osm,2026-03-30,,,,new,,
8124245e,Babilon,"Stanisława Skarżyńskiego 7, 31-866, Kraków",Kraków,+48 534 112 222,,https://pizzababilon.pl/,restauracja,,,Mo-Su 11:00-23:00,osm,2026-03-30,,,,new,,
72fe2f7e,Jadłodajnia U Babuni,"Komandosów 21, 30-334, Kraków",Kraków,+48 12 269 20 33,,,restauracja,,,Mo-Fr 08:00-19:00; Sa 10:00-16:00; Su 10:00-16:00,osm,2026-03-30,,,,new,,
a66f9d0e,Smakołyki,"Floriana Straszewskiego 28, 31-101, Kraków",Kraków,+48512091012,,https://www.smakolyki.eu/,restauracja,,,,osm,2026-03-30,,,,new,,
4a2a0f1c,Chata,"Krowoderska 21, 31-141, Kraków",Kraków,,,http://www.polskakuchnia.com.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
c092abd1,Dinner Safari,"Krowoderska 46, 31-158, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
75493331,Kraków China Palace,Kraków,Kraków,+48124216841,,,restauracja,,,"Mar-Oct: Mo-Su 12:00-22:00, Nov-Feb: Mo-Su 12:00-21:00",osm,2026-03-30,,,,new,,
0b931f4b,Phong Hai,"Grzegórzecka 69, Kraków",Kraków,,,,restauracja,,,Mo-Su 10:30-21:00,osm,2026-03-30,,,,new,,
cfb8ed00,Ariel,Kraków,Kraków,+48 12 421 79 20,,https://www.ariel-krakow.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
243cdc11,Bistro 304,Kraków,Kraków,+48 12 285 48 29,biuro@bistro304.pl,https://www.bistro304.pl/,restauracja,,,Mo-Fr 10:00-20:00; Sa-Su 12:00-18:00,osm,2026-03-30,,,,new,,
38aedeb3,Pod Wawelem,"Świętej Gertrudy 26-29, Kraków",Kraków,+48 12 421 23 36,,https://podwawelem.eu/,restauracja,,,,osm,2026-03-30,,,,new,,
feba2e21,Marco,Kraków,Kraków,,,,restauracja,,,Mo-Su 12:00-21:00,osm,2026-03-30,,,,new,,
7c0ad4f1,Matt's Smashers,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
1c18f8d9,Bar Orientalny Dong Hung,Kraków,Kraków,,,,restauracja,,,Mo-Su 10:00-21:00,osm,2026-03-30,,,,new,,
5634ecae,Centrum Reduta,Kraków,Kraków,+48 12 4170082,biuro@grupamichalscy.pl,http://centrumreduta.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
0c8a6206,Docent,Kraków,Kraków,,,http://docent.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
9d0b5a69,Zaytouna,"Krupnicza 6, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
369dd2e7,Kuchnia rodzinna,"Białoruska 8a, Kraków",Kraków,+48 881 010 915,,https://www.kuchniarodzinna.eu/,restauracja,,,,osm,2026-03-30,,,,new,,
6f1f1f74,U Pana Cogito,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
37c47dbf,Wietnam,Kraków,Kraków,,,,restauracja,,,Mo-Su 13:00-22:00,osm,2026-03-30,,,,new,,
369c7743,Igła Catering Obiady Domowe,Kraków,Kraków,,,,restauracja,,,11:00-22:00,osm,2026-03-30,,,,new,,
d288b471,Ciao,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
b545b017,Baster,Kraków,Kraków,+48 12 4311409,,,restauracja,,,,osm,2026-03-30,,,,new,,
9f644c12,Dawno Temu na Kazimierzu,Kraków,Kraków,+48 12 4212117,,,restauracja,,,Mo-Su 10:00-24:00,osm,2026-03-30,,,,new,,
b6667994,Awiw,Kraków,Kraków,+48 12 4291476,,,restauracja,,,Mo-Su 13:00-23:00,osm,2026-03-30,,,,new,,
8fff92b8,Ester,Kraków,Kraków,+48 12 427 5875,,,restauracja,,,,osm,2026-03-30,,,,new,,
c5db4bed,Restauracja Klezmer-Hois,Kraków,Kraków,+48 12 4111245,,,restauracja,,,,osm,2026-03-30,,,,new,,
95d6db06,Warsztat Restaurant & Cafe,"Izaaka 3, 31-057, Kraków",Kraków,+48 578 651 672,,https://www.restauracjawarsztat.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
cdb8cbd8,Pierogarnia Green Frog,"Chmieleniec 2a, 30-348, Kraków",Kraków,,,,restauracja,,,10:00-19:00,osm,2026-03-30,,,,new,,
a9a32427,Galeria Pierogów,"Profesora Władysława Konopczyńskiego 16, 30-383, Kraków",Kraków,+48123594221,,https://www.galeria-pierogow.pl/,restauracja,,,Mo-Fr 11:00-18:00; Sa-Su off,osm,2026-03-30,,,,new,,
fed8f2f3,Po Krakowsku i Po Włosku,"Profesora Władysława Konopczyńskiego 14, 30-383, Kraków",Kraków,+48880730638,,https://pokrakowskuipowlosku.pl,restauracja,,,Mo-Su 09:00-20:00,osm,2026-03-30,,,,new,,
a1da23ed,Asiana Kuchnia orientalna Dragon,"Profesora Władysława Konopczyńskiego 16, 30-383, Kraków",Kraków,+48 12 31 18 229,,https://kuchniaorientalnadragon.pl/,restauracja,,,Mo-Fr 10:00-21:00; Sa-Su 11:00-21:00,osm,2026-03-30,,,,new,,
d84c2756,Sztolnia,"Zamkowa, Kraków",Kraków,,,,restauracja,,,Mo-Su 11:00-20:00,osm,2026-03-30,,,,new,,
78c9fd20,Lunch bar Marco,Kraków,Kraków,,,,restauracja,,,Mo-Su 08:00-20:00,osm,2026-03-30,,,,new,,
8aa71120,Bar Mleczny Targowy,Kraków,Kraków,,,,restauracja,,,Mo-Fr 07:00-18:00; Sa 08:00-16:00; Su 08:00-16:00,osm,2026-03-30,,,,new,,
a9295d1d,Charlotte,"Plac Szczepański 2, Kraków",Kraków,,,,restauracja,,,Mo-Th 07:00-00:00; Fr 07:00-01:00; Sa 09:00-01:00; Su 09:00-22:00,osm,2026-03-30,,,,new,,
d179cc39,Restauracja Magnifica,"Jugowicka 10c, 30-443, Kraków",Kraków,+48 12 252 70 10,,https://www.magnifica.pl/,restauracja,,,7:00 - 23:00,osm,2026-03-30,,,,new,,
7063600a,Głębokie Talerze,"Chmieleniec 2a, 30-348, Kraków",Kraków,+48733036033,glebokietalerze@gmail.com,https://glebokietalerze.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
fbf9303e,Calzone,"Korabnicka 2, 32-050, Skawina",Kraków,+48 12 276 14 07,,https://pizzeria-calzone.pl/index.html,restauracja,,,,osm,2026-03-30,,,,new,,
de74e2d8,Bistro w Archeturze,Kraków,Kraków,+48501838629,,http://www.bistrowarcheturze.pl,restauracja,,,Mo-Fr 08:45-16:45,osm,2026-03-30,,,,new,,
99ad0662,Pizzeria,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
ba64274d,Pierogarnia Krakowiacy,"Szewska 23, 31-009, Kraków",Kraków,+48 12 422 21 69,,,restauracja,,,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00,osm,2026-03-30,,,,new,,
8c678c53,Galicyjska,"Pijarska, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
8ef3c42e,Ratuszowa,Kraków,Kraków,,,,restauracja,,,Mo-Su 10:00-23:00,osm,2026-03-30,,,,new,,
fe665049,Trattoria Pergamin Nullo,"Pułkownika Francesco Nullo 42, 31-543, Kraków",Kraków,+48 797705530,,http://nullo.trattoriapergamin.pl,restauracja,,,Mo-Sa 09:00-23:00; Su 12:00-23:00,osm,2026-03-30,,,,new,,
bf4bbaa5,Al Vecchio Forno,"Skalica 23A, 30-376, Kraków",Kraków,+48 12 376 77 92,,https://al-vecchio-forno.pl/,restauracja,,,Tu-Su 13:00-22:00,osm,2026-03-30,,,,new,,
f5d48601,Pod Kominem,Kraków,Kraków,+48 12 3283100,restauracja@podkominem.com,https://podkominem.com/,restauracja,,,11:00-22:00,osm,2026-03-30,,,,new,,
330b6c08,Boccanera,"Świętego Tomasza 15, 31-022, Kraków",Kraków,+48 12 422 1708,,https://boccanera.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
88bff7d5,The Pizza,Kraków,Kraków,,,,restauracja,,,10:00-22:00,osm,2026-03-30,,,,new,,
e3cd409d,U Ziyada,"Jodłowa 13, 30-251, Kraków",Kraków,+48 784 084 000,,http://www.uziyada.krakow.pl/,restauracja,,,"Mo-Su,PH 12:00-21:00",osm,2026-03-30,,,,new,,
eee5d937,Dom Żeber,Kraków,Kraków,,,,restauracja,,,"Mo-Th 09:00-23:00, Fr,Sa 09:00-24:00, Su 09:00-23:00",osm,2026-03-30,,,,new,,
ccb0665d,Avangarda,Kraków,Kraków,+48 12 426 40 55,,https://www.restauracjaavangarda.pl/,restauracja,,,Mo-Su 10:00-22:00,osm,2026-03-30,,,,new,,
5ae628f9,Bakłażan,"Kolista 12, Kraków",Kraków,+48 532 222 442,,https://www.baklazan-krakow.pl/,restauracja,,,Su-Th 11:00-22:00; Fr-Sa 11:00-23:00,osm,2026-03-30,,,,new,,
40e41fd6,Gate of India,Kraków,Kraków,+48 12 356 55 63,kontakt@gateofindia.pl,https://www.gateofindia.pl/,restauracja,,,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su 12:00-22:00",osm,2026-03-30,,,,new,,
70933773,Pod Aniołami,Kraków,Kraków,,,https://www.podaniolami.pl/,restauracja,,,Mo-Su 13:00-24:00,osm,2026-03-30,,,,new,,
65ec8bbd,Wiśniowy Sad,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
61f7748e,Pod Kominkiem,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
2274c96a,Zalewajka,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
89d3f567,Kantina Walentina,"Jerzego Samuela Bandtkiego, 30-129, Kraków",Kraków,+48 12 307 02 70,,https://www.facebook.com/KantinaWalentina,restauracja,,,Mo-Fr 09:30-15:30,osm,2026-03-30,,,,new,,
598d01c7,Atom Resto Bar,"Profesora Stanisława Łojasiewicza, Kraków",Kraków,,,https://www.facebook.com/RestoBarAtom,restauracja,,,09:00-17:00,osm,2026-03-30,,,,new,,
c0596139,Tre Sorelle,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
94d5e0ad,Mamma Mia,Kraków,Kraków,,,https://mammamia.net.pl/,restauracja,,,"Mo-Fr 08:00-23:00; Sa,Su 09:00-23:00",osm,2026-03-30,,,,new,,
8a5a4627,Phuong Dong,Kraków,Kraków,+48 12 6457318,,https://www.bar-orientalny.pl/pl/bora-komorowskiego-39.html,restauracja,,,Mo-Su 11:00-20:30,osm,2026-03-30,,,,new,,
7fee51da,Mr Beef,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
2369780f,Przystanek Pierogarnia,"Bonerowska 14, 30-962, Kraków",Kraków,+48 796 449 886,,,restauracja,,,11:00-20:00,osm,2026-03-30,,,,new,,
2a905f2a,Restauracja Dwór Kościuszko,"Papiernicza 2, 31-221, Kraków",Kraków,+48 12 614 14 41;+48 664 004 394,restauracjakosciuszko@donimirski.com,http://restauracjakosciuszko.donimirski.com,restauracja,,,Mo-Su 13:00-23:00,osm,2026-03-30,,,,new,,
fa5f9d2f,CK Browar,"Podwale 6/7, 31-118, Kraków",Kraków,+48 12 429 25 05,,https://ckbrowar.pl/,restauracja,,,Mo-Su 12:00+,osm,2026-03-30,,,,new,,
0de63809,Kwadrans,"Karmelicka 31, 31-131, Kraków",Kraków,+48 12 633 29 00,,https://kwadrans.pl,restauracja,,,Mo-Fr 09:00-18:00,osm,2026-03-30,,,,new,,
f3509652,La Forchetta,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
332a3442,Rogate Ranczo,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
602df8cb,Thai Ha,Kraków,Kraków,,,,restauracja,,,Mo-Su 10:30-21:00,osm,2026-03-30,,,,new,,
d446f971,Wodnik,Kraków,Kraków,,,,restauracja,,,Mo-Su 11:00-22:00,osm,2026-03-30,,,,new,,
1204d37b,Bufet Pod Urzędem,Kraków,Kraków,,,,restauracja,,,Mo-Fr 08:00-15:00,osm,2026-03-30,,,,new,,
8dd885c9,Kolanko No 6,"Józefa 17, Kraków",Kraków,+48 509 669 959,kontakt@kolanko.net,http://kolanko.net,restauracja,,,Mo-Su 08:00+,osm,2026-03-30,,,,new,,
a1040d6e,Trzej kucharze,"Forteczna 22, 30-437, Kraków",Kraków,+48 692 406 455,,https://www.trzejkucharze.com/new/pl/home.html,restauracja,,,Mo-Su 13:00-22:00,osm,2026-03-30,,,,new,,
fe6edac4,Browar Lubicz,"Lubicz 17j, 31-503, Kraków",Kraków,+48 12 353 99 44,info@browar-lubicz.com.pl,https://browar-lubicz.com.pl/,restauracja,,,"Mo-Fr 12:00-24:00; Sa 00:00-01:00,13:00-24:00; Su 00:00-01:00,13:00-23:00",osm,2026-03-30,,,,new,,
9ff44a9c,Tesone,"Kobierzyńska 142, Kraków",Kraków,+48 530 530 533,,https://restauracjatesone.pl,restauracja,,,Sa-Su 12:00-23:00; Mo-Fr 10:00-23:00,osm,2026-03-30,,,,new,,
59f48f46,Bierhalle,"Mały Rynek 7, 31-041, Kraków",Kraków,+48 517 382 642,,https://www.bierhalle.pl/,restauracja,,,Mo-Th 08:00-24:00; Fr 08:00-03:00; Sa 11:00-03:00; Su 11:00-24:00,osm,2026-03-30,,,,new,,
4c091107,Noworolski,"Rynek Główny 1, 31-041, Kraków",Kraków,,,www.noworolski.com.pl,restauracja,,,,osm,2026-03-30,,,,new,,
069ac411,Kawaleria,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
bf25c986,Old Town,"Bracka 6, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
3f73f9e6,Sempre Bracka,Kraków,Kraków,,,https://semprebracka.pl/,restauracja,,,Mo-Sa 09:00-18:00+; Su 10:00-18:00+,osm,2026-03-30,,,,new,,
0599e2f9,Padre,"Wiślna 11, 31-007, Kraków",Kraków,+48 12 430 62 99,,https://restauracja-padre.pl/padre-krakow/,restauracja,,,Mo-Su 13:00-22:00,osm,2026-03-30,,,,new,,
a260ed47,Gospoda Koko,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
a92f34c6,Italiano,Kraków,Kraków,,,,restauracja,,,Tu-Sa 12:00-22:00; Su 12:00-16:00,osm,2026-03-30,,,,new,,
1fd16665,Trattoria La Campana,Kraków,Kraków,,,https://lacampana.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
6d50af46,Resto Bar Balicka 95,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
dffa3cd3,Bufet Smaków,"Samuela Bogumiła Lindego 22, 30-148, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
27baec79,Avionetka Garden,Kraków,Kraków,,,,restauracja,,,Mo-Fr 14:00-22:00; Sa-Su 12:00-22:00,osm,2026-03-30,,,,new,,
e86fa021,Miód i Wino,Kraków,Kraków,+48 605 821 129;+48 661 414 418,,https://www.miodiwino.pl/,restauracja,,,24/7,osm,2026-03-30,,,,new,,
c8a77dcf,Sphinx Rynek,"Rynek Główny 25, 31-008, Kraków",Kraków,725 100 298,,,restauracja,,,Mo-Su 12:00-22:00,osm,2026-03-30,,,,new,,
d5bc0008,Da Grasso,Kraków,Kraków,,,,restauracja,,,"Mo-Th 11:30-22:00; Fr,Sa 11:30-23:00; Su 12:00-22:00",osm,2026-03-30,,,,new,,
29051abe,Nolio,"Krakowska 27, 31-062, Kraków",Kraków,+48 12 3462449,restauracja@nolio.pl,https://www.nolio.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
94a76b97,Prosta,"Plac Wolnica 4, Kraków",Kraków,,,,restauracja,,,"Su-Th 12:00-21:00; Fr,Sa 12:00-22:00",osm,2026-03-30,,,,new,,
a690fe4a,Krako Slow Wines,"Lipowa 6F, Kraków",Kraków,+48 669 225 222,,http://krakoslowwines.pl/,restauracja,,,Tu-Sa 10:00-22:00; Su-Mo 10:00-21:00,osm,2026-03-30,,,,new,,
a8877a9c,Life Resto&Pub,"Śląska 47, 32-080, Zabierzów",Kraków,+48 796 988 829,,,restauracja,,,,osm,2026-03-30,,,,new,,
5e8e8c28,Pepez Pizza,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
4cb78286,Pasta Masta,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
a764e850,La Siciliana,Kraków,Kraków,,,,restauracja,,,"We-Th 14:00-21:30; Fr 14:00-22:00,Sa 13:30-22:00; Su 13:30-21:30",osm,2026-03-30,,,,new,,
e11ae6ef,Kramy Dominikańskie,"Stolarska 8-10, 31-043, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
d947519a,Przysmak Staropolski,"Floriana Straszewskiego 4, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
a7731747,Smak Ukraiński,"Grodzka 21, 31-006, Kraków",Kraków,+48 12 421 92 94,,https://ukrainska.pl/,restauracja,,,Mo-Su 12:00-22:30,osm,2026-03-30,,,,new,,
3c3af525,Taco Mexicano,"Poselska 22, 31-002, Kraków",Kraków,+48 12 421 54 41,,https://tacomexicano.pl/,restauracja,,,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su 12:00-21:00",osm,2026-03-30,,,,new,,
843e4a8a,Pizzeria Paolo e Luca Gustosa,"Władysława Sikorskiego 22, 32-050, Skawina",Kraków,+48 501 291 110; +48 12 291 00 35,,http://www.paoloeluca.strefa.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
dac2f040,"Bar Mleczny""Motylek""","Juliusza Słowackiego 1, Skawina",Kraków,,,,restauracja,,,Mo-Fr 09:00-17:00; Sa 09:00-14:00,osm,2026-03-30,,,,new,,
ff11726d,"Restauracja ""Pod Irysami""","Kazimierza Wielkiego 8, 32-050, Skawina",Kraków,+48 12 307 13 14,,https://podirysami.com/,restauracja,,,"Mo-Fr 10:00-18:00; Sa,Su 12:00-18:00",osm,2026-03-30,,,,new,,
94ea426a,Akita Ramen,"Węgłowa 4, 31-063, Kraków",Kraków,+48 735 387186,akitarestaurants@gmail.com,https://www.akitaramen.com,restauracja,,,Tu-Fr 12:05-20:00; Sa 12:05-20:00; Su 12:05-20:00,osm,2026-03-30,,,,new,,
521b149c,Moo Moo,"Szeroka 3, Kraków",Kraków,,,https://miodova.pl/,restauracja,,,Mo-Su 12:00-23:00,osm,2026-03-30,,,,new,,
dee7a8da,Sąsiedzi,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
4f58b308,Nasza,Kraków,Kraków,,,,restauracja,,,Mo-Sa 10:00-18:00,osm,2026-03-30,,,,new,,
741f4115,Albertina Restaurant & Wine,"Dominikańska 3, Kraków",Kraków,,,https://albertinarestaurant.pl/,restauracja,,,Mo-Su 12:00-23:00,osm,2026-03-30,,,,new,,
cf15948c,Przestrzenie Nowohuckie & Gruba buła,"Aleja Jana Pawła II 232, Kraków",Kraków,,,,restauracja,,,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su 12:00-22:00",osm,2026-03-30,,,,new,,
602753c5,Ciao Ragazzi,"Aleksandra Lubomirskiego 41, 31-509, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
1595899c,Miód Malina,"Grodzka 40, Kraków",Kraków,+48 12 430 04 11,,https://miodmalina.pl/,restauracja,,,Mo-Su 12:00-23:00,osm,2026-03-30,,,,new,,
689ca659,Portobello,"Królowej Jadwigi, Kraków",Kraków,,,https://portobellokrakow.pl,restauracja,,,Mo-Su 12:00-24:00,osm,2026-03-30,,,,new,,
f2b4e578,Vincenzo Pedone Pizza Napoletana,"Borsucza, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
52fef9a1,Carmen,Kraków,Kraków,,,,restauracja,,,Mo-Su 11:00-20:00,osm,2026-03-30,,,,new,,
6d49603f,Pod Gruszką,"Szczepańska 1, 31-011, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
9a52e1ba,Pierogi Mr Vincent,"Bożego Ciała 12, 33-332, Kraków",Kraków,,,,restauracja,,,Mo-Su 12:00-22:00,osm,2026-03-30,,,,new,,
4d4bb43e,Papryczki 5,Kraków,Kraków,+48 12 4220445,,http://www.papryczki5.pl/,restauracja,,,Mo-Su 09:00-24:00,osm,2026-03-30,,,,new,,
4e487eb2,Cyklop,Kraków,Kraków,,,https://www.pizzeriacyklop.pl/,restauracja,,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00",osm,2026-03-30,,,,new,,
a111fd36,Alchemia od Kuchni,"Estery 5, Kraków",Kraków,,,https://odkuchni.alchemia.com.pl/,restauracja,,,Mo-Su 09:00-22:00,osm,2026-03-30,,,,new,,
c3f2a2d6,Qrudo,"Świętego Wawrzyńca 19, 31-060, Kraków",Kraków,+48124320537,,https://qrudo.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
35824e44,Hamsa,"Szeroka 2, Kraków",Kraków,+48 515 150 145,kontakt.hamsa@gmail.com,http://www.hamsa.pl,restauracja,,,Mo-Fr 10:00-23:00; Sa-Su 09:00-23:00,osm,2026-03-30,,,,new,,
2ecbf17d,Indian Curry,"Profesora Władysława Konopczyńskiego 14, 30-383, Kraków",Kraków,+48 530 645 222,,https://indiancurry.pl/,restauracja,,,Tu-Th 12:00-20:00; Fr-Sa 12:00-21:00; Su 12:00-20:00,osm,2026-03-30,,,,new,,
0266610d,Warzelnia Smaków,Kraków,Kraków,+48 664 751 829,,https://warzelniasmakow.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
81a4ae25,Nova Sushi,"Przemiarki 23, 30-384, Kraków",Kraków,+48 12 200 24 06,,https://novasushi.pl/krakow/,restauracja,,,,osm,2026-03-30,,,,new,,
900dc16e,Pizzeria Trzy Papryczki,"Poselska 17, Kraków",Kraków,+48 12 292 55 32,,http://trzypapryczki.krakow.pl/,restauracja,,,Mo-Th 12:00-22:00; Fr 12:00-23:00; Sa 11:30-23:00; Su 11:30-22:00,osm,2026-03-30,,,,new,,
e4196d2b,Corleone,"Poselska 19, Kraków",Kraków,+48 12 429 51 26,,http://www.corleone.krakow.pl,restauracja,,,"Mo-Su 12:00-22:00; Fr,Sa 12:00-23:00",osm,2026-03-30,,,,new,,
bcba61f4,Bar mleczny,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
9824ac98,Ramen Tu,Kraków,Kraków,,,https://www.facebook.com/ramentukrakow1/,restauracja,,,,osm,2026-03-30,,,,new,,
19002f8b,Szalone Widelce,"Szpitalna 40, 31-024, Kraków",Kraków,+48 12 422 23 46,biuro@szalonewidelce.pl,https://szalonewidelce.pl/,restauracja,,,Mo-Su 09:00-22:00,osm,2026-03-30,,,,new,,
09e68d36,Momento,"Tadeusza Romanowicza 15, 30-702, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
a5bbda13,Pub Kuranty,"Marszałka Józefa Piłsudskiego 24, Kraków",Kraków,,,http://www.pubkuranty.pl/,restauracja,,,Mo-Su 10:00-22:00,osm,2026-03-30,,,,new,,
4121fc95,Suwayda,Kraków,Kraków,,,https://www.facebook.com/Suwayda-102376679223635/,restauracja,,,Tu 14:00-22:00; We-Sa 12:00-22:00; Su 12:00-20:00,osm,2026-03-30,,,,new,,
25eabff4,Kopalnia Smaku,"Edwarda Dembowskiego 7, 32-020, Wieliczka",Kraków,+48 12 281 0426,,https://restauracjakopalniasmaku.com/,restauracja,,,Mo-Su 10:00-22:00,osm,2026-03-30,,,,new,,
b845a5b5,Yum Yum Viet Nam,Kraków,Kraków,,,,restauracja,,,"Mo-Fr 11:00-22:00; Sa,Su 12:00-23:00",osm,2026-03-30,,,,new,,
181ed0f8,Polskie Smaki,"Świętego Tomasza 5, Kraków",Kraków,,,,restauracja,,,Mo-Su 11:00-21:00,osm,2026-03-30,,,,new,,
eec23285,Jodełkowa,"Miodowa 13, 31-055, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
bda3f724,Karakter,Kraków,Kraków,,,,restauracja,,,"Mo 17:00-23:00; Tu-Th 12:00-23:00; Fr,Sa 12:00-24:00, Su 12:00-23:00",osm,2026-03-30,,,,new,,
62ea2070,Bonjour Çava,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
a0c52b7d,Steak Burger,"Grodzka 6, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
573da7b0,Szara Geś,"Rynek Główny 17, Kraków",Kraków,+48124306311,restauracja@szarages.com,https://www.szarages.com/,restauracja,,,,osm,2026-03-30,,,,new,,
6b907776,Peperone,Kraków,Kraków,,,,restauracja,,,Mo-Sa 11:00-22:00; Su 12:00-22:00,osm,2026-03-30,,,,new,,
c70d0cff,Percheron,Kraków,Kraków,,,,restauracja,,,"Mo-Su,PH 10:00-23:00",osm,2026-03-30,,,,new,,
57cc2a81,Groble,Kraków,Kraków,,,https://groble.pl/sky-bar-restaurant/,restauracja,,,,osm,2026-03-30,,,,new,,
55843db5,Sette,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
0a691ac7,Mieszczańska,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
fcd4f1b6,Tandoori Flame,Kraków,Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
8399414f,Kazimir,"Miodowa 11, Kraków",Kraków,,,,restauracja,,,Mo-Su 07:00-22:00,osm,2026-03-30,,,,new,,
8bad17fe,Rzeźnia,Kraków,Kraków,,,,restauracja,,,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",osm,2026-03-30,,,,new,,
b07993ab,Gruzińskie Chaczapuri,Kraków,Kraków,,,,restauracja,,,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",osm,2026-03-30,,,,new,,
9ba6c0bb,Sushimy,"Zygmunta Miłkowskiego 7, 30-349, Kraków",Kraków,,,,restauracja,,,,osm,2026-03-30,,,,new,,
72789148,Mazi,"Rynek Podgórski 9, 30-518, Kraków",Kraków,,,,restauracja,,,Tu-Th 15:00-22:00; Fr 15:00-23:00; Sa 13:00-23:00; Su 13:00-22:00,osm,2026-03-30,,,,new,,
cfba4647,Chinkalnia,"Mostowa 14, Kraków",Kraków,+48124306823,,https://www.facebook.com/chinkalniakrakowmostowa,restauracja,,,"Fr,Sa 12:00-22:00; Tu-Th,Su 12:00-21:00; Mo 14:00-21:00",osm,2026-03-30,,,,new,,
916a2fd8,Ka Udon,"Rakowicka 14A, 31-510, Kraków",Kraków,+48 790 237 779,udon@artisanfood.pl,https://www.kavegan.pl/,restauracja,,,"Th-Sa 12:00-22:00; Tu,We,Su 12:00-21:00",osm,2026-03-30,,,,new,,
8ca8694c,Royal India,Kraków,Kraków,,,https://www.royalindiakrakow.pl/,restauracja,,,,osm,2026-03-30,,,,new,,
